# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2209_6/2209_6_cds" "/storage/projects/QUO1015788/2209_6/2209_6.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2209_6/2209_6.sam
PFLU_1236	OV986001.1	1369152	1369938	-	787	10654
PFLU_1237	OV986001.1	1369993	1370440	-	448	9050
PFLU_1238	OV986001.1	1370692	1371037	-	346	713
PFLU_1239	OV986001.1	1371221	1373849	+	2629	3840
PFLU_1240	OV986001.1	1374129	1374777	+	649	1486
PFLU_1241	OV986001.1	1374866	1375550	+	685	190
PFLU_1243	OV986001.1	1375750	1376041	+	292	279
PFLU_1244	OV986001.1	1376040	1376901	+	862	164
PFLU_1245	OV986001.1	1376928	1377756	+	829	395
PFLU_1246	OV986001.1	1377759	1378458	+	700	90
PFLU_1247	OV986001.1	1378482	1379064	+	583	28
PFLU_1248	OV986001.1	1379178	1379961	+	784	329
PFLU_1249	OV986001.1	1380091	1380727	-	637	210
PFLU_1250	OV986001.1	1380821	1381922	+	1102	117
PFLU_1251	OV986001.1	1381928	1384994	+	3067	602
PFLU_1252	OV986001.1	1385131	1385362	+	232	113
PFLU_1253	OV986001.1	1385429	1386119	-	691	984
PFLU_1254	OV986001.1	1386159	1386579	-	421	629
PFLU_1255	OV986001.1	1386612	1389132	-	2521	1066
PFLU_1256	OV986001.1	1389312	1389522	+	211	1118
PFLU_1257	OV986001.1	1389707	1390085	-	379	248
PFLU_1258	OV986001.1	1390139	1390949	-	811	679
PFLU_1259	OV986001.1	1390948	1392100	-	1153	2068
PFLU_1260	OV986001.1	1392337	1394929	-	2593	3039
PFLU_1261	OV986001.1	1395140	1395956	+	817	451
PFLU_1262	OV986001.1	1396072	1396486	-	415	532
PFLU_1263	OV986001.1	1396482	1397697	-	1216	1647
PFLU_1264	OV986001.1	1397752	1398787	-	1036	7638
PFLU_1265	OV986001.1	1398819	1399182	-	364	2596
PFLU_1266	OV986001.1	1399343	1401038	+	1696	1051
PFLU_1267	OV986001.1	1401053	1402250	-	1198	1729
PFLU_1268	OV986001.1	1402409	1405112	-	2704	5817
PFLU_1269	OV986001.1	1405176	1405959	-	784	3269
PFLU_1270	OV986001.1	1406346	1407084	+	739	40771
PFLU_1271	OV986001.1	1407287	1408151	+	865	22613
PFLU_1272	OV986001.1	1408362	1409106	+	745	3454
PFLU_1273	OV986001.1	1409102	1409660	+	559	5308
PFLU_1274	OV986001.1	1409677	1410433	+	757	5267
PFLU_1275	OV986001.1	1410433	1411240	+	808	2561
PFLU_1276	OV986001.1	1411236	1412427	+	1192	2160
PFLU_1277	OV986001.1	1412480	1413833	+	1354	4373
PFLU_1278	OV986001.1	1413907	1416295	+	2389	18261
PFLU_1279	OV986001.1	1416340	1416844	+	505	4800
PFLU_1280	OV986001.1	1416847	1417903	+	1057	4270
PFLU_1281	OV986001.1	1418014	1418455	+	442	689
PFLU_1282	OV986001.1	1418451	1419228	+	778	1666
PFLU_1283	OV986001.1	1419230	1420370	+	1141	1296
PFLU_1284	OV986001.1	1420378	1420999	+	622	442
PFLU_1285	OV986001.1	1421077	1424599	+	3523	7478
PFLU_1286	OV986001.1	1424728	1425676	+	949	3546
PFLU_1287	OV986001.1	1425836	1427159	+	1324	1008
PFLU_1289	OV986001.1	1427432	1429064	+	1633	8846
PFLU_1290	OV986001.1	1429069	1429915	+	847	5334
PFLU_1291	OV986001.1	1430072	1431362	+	1291	5308
PFLU_1292	OV986001.1	1431542	1431821	+	280	1004
PFLU_1293	OV986001.1	1431817	1432525	+	709	336
PFLU_1294	OV986001.1	1432645	1433542	-	898	106
PFLU_1295	OV986001.1	1433651	1434764	+	1114	2325
PFLU_1296	OV986001.1	1434772	1435618	+	847	1878
PFLU_1297	OV986001.1	1435672	1436146	+	475	810
PFLU_1298	OV986001.1	1436142	1437201	+	1060	1378
PFLU_1299	OV986001.1	1437188	1437938	+	751	2483
PFLU_1300	OV986001.1	1437979	1438615	+	637	1811
PFLU_1301	OV986001.1	1438822	1439659	+	838	9027
PFLU_1302	OV986001.1	1439765	1440770	+	1006	5376
PFLU_1302A	OV986001.1	1440968	1441178	-	211	13036
PFLU_1304	OV986001.1	1441567	1442134	+	568	1204
PFLU_1305	OV986001.1	1442488	1443139	-	652	68
PFLU_1306	OV986001.1	1443138	1445619	-	2482	286
PFLU_1307	OV986001.1	1445676	1446441	-	766	154
PFLU_1308	OV986001.1	1446454	1447573	-	1120	176
PFLU_1309	OV986001.1	1447582	1448293	-	712	217
PFLU_1310	OV986001.1	1448289	1449018	-	730	94
PFLU_1311	OV986001.1	1449075	1449855	-	781	521
PFLU_1312	OV986001.1	1450075	1451710	-	1636	87
PFLU_1313	OV986001.1	1451706	1452711	-	1006	94
PFLU_1314	OV986001.1	1452958	1455400	-	2443	2150
PFLU_1315	OV986001.1	1455570	1456215	-	646	808
PFLU_1317A	OV986001.1	1456681	1456882	-	202	89
PFLU_1318	OV986001.1	1456878	1457361	-	484	263
PFLU_1319	OV986001.1	1457380	1457851	-	472	307
PFLU_1320	OV986001.1	1457855	1458353	-	499	452
PFLU_1321	OV986001.1	1458543	1459239	+	697	86
PFLU_1322	OV986001.1	1459383	1460145	+	763	636
PFLU_1323	OV986001.1	1460246	1460711	-	466	66
PFLU_1324	OV986001.1	1460810	1462955	+	2146	1517
PFLU_1325	OV986001.1	1463043	1465341	+	2299	1129
PFLU_1326	OV986001.1	1465423	1466569	+	1147	2215
PFLU_1327	OV986001.1	1466712	1467858	+	1147	6303
PFLU_1328	OV986001.1	1467885	1468533	+	649	2365
PFLU_1329	OV986001.1	1468569	1468830	-	262	441
PFLU_1330	OV986001.1	1468987	1469452	+	466	539
PFLU_1332	OV986001.1	1469868	1471044	-	1177	564
PFLU_1333	OV986001.1	1471260	1472355	+	1096	725
PFLU_1334	OV986001.1	1472416	1474030	-	1615	2179
PFLU_1335	OV986001.1	1474137	1474809	-	673	182
PFLU_1336	OV986001.1	1474905	1475505	-	601	79
PFLU_1337	OV986001.1	1475609	1476518	+	910	169
PFLU_1338	OV986001.1	1476514	1477000	-	487	32
PFLU_1339	OV986001.1	1476996	1477773	-	778	54
PFLU_1340	OV986001.1	1477769	1478648	-	880	96
PFLU_1341	OV986001.1	1478671	1478968	-	298	101
PFLU_1342	OV986001.1	1479139	1479841	-	703	1511
PFLU_1343	OV986001.1	1479842	1480610	-	769	1557
PFLU_1344	OV986001.1	1480606	1481860	-	1255	2038
PFLU_1345	OV986001.1	1481856	1482780	-	925	1187
PFLU_1346	OV986001.1	1483009	1484137	-	1129	14765
PFLU_1347	OV986001.1	1484478	1484781	+	304	477
PFLU_1348	OV986001.1	1485090	1487268	-	2179	72
PFLU_1349	OV986001.1	1487472	1489752	-	2281	640
PFLU_1350	OV986001.1	1489875	1490241	-	367	30
PFLU_1351	OV986001.1	1490493	1491840	+	1348	53
PFLU_1352	OV986001.1	1491959	1494806	-	2848	7150
PFLU_1353	OV986001.1	1495004	1495367	+	364	96
PFLU_1354	OV986001.1	1495363	1496545	-	1183	41
PFLU_1355	OV986001.1	1496541	1497012	-	472	24
PFLU_1356	OV986001.1	1497102	1497969	-	868	84
PFLU_1357	OV986001.1	1498066	1498261	+	196	365
PFLU_1358	OV986001.1	1498404	1498521	+	118	307
PFLU_1359	OV986001.1	1498685	1500161	-	1477	2377
PFLU_1359A	OV986001.1	1500430	1500688	+	259	4
PFLU_1361	OV986001.1	1501239	1502082	+	844	460
PFLU_1362	OV986001.1	1502227	1503568	+	1342	86
PFLU_1363	OV986001.1	1503832	1504690	+	859	200
PFLU_1364	OV986001.1	1504686	1505469	+	784	167
PFLU_1365	OV986001.1	1505468	1506668	+	1201	154
PFLU_1366	OV986001.1	1506685	1507390	+	706	291
PFLU_1367	OV986001.1	1507391	1507958	+	568	165
PFLU_1368	OV986001.1	1508134	1509430	+	1297	923
PFLU_1369	OV986001.1	1509440	1510805	+	1366	572
PFLU_1370	OV986001.1	1510815	1511607	+	793	514
PFLU_1371	OV986001.1	1511662	1512061	+	400	226
PFLU_1372	OV986001.1	1512101	1513055	-	955	86
PFLU_1373	OV986001.1	1513145	1514636	-	1492	56
PFLU_1374	OV986001.1	1514905	1516444	-	1540	87
PFLU_1375	OV986001.1	1516535	1517786	-	1252	213
PFLU_1376	OV986001.1	1517940	1519551	-	1612	2482
PFLU_1377	OV986001.1	1519562	1521260	-	1699	4529
PFLU_1378	OV986001.1	1521411	1522869	-	1459	3998
PFLU_1379	OV986001.1	1522865	1526027	-	3163	12308
PFLU_1380	OV986001.1	1526030	1527176	-	1147	4392
PFLU_1381	OV986001.1	1527462	1528095	+	634	136
PFLU_1382	OV986001.1	1528506	1529877	+	1372	236
PFLU_1383	OV986001.1	1529930	1530428	+	499	97
PFLU_1384	OV986001.1	1530931	1532407	+	1477	2543
PFLU_1385	OV986001.1	1532403	1532997	+	595	1072
PFLU_1386	OV986001.1	1533142	1533850	+	709	334
PFLU_1387	OV986001.1	1533942	1534998	-	1057	1001
PFLU_1388	OV986001.1	1535028	1536195	-	1168	246
PFLU_1389	OV986001.1	1536208	1536535	-	328	157
PFLU_1390	OV986001.1	1536689	1537274	+	586	74
PFLU_1391	OV986001.1	1537386	1538181	-	796	11
PFLU_1392	OV986001.1	1538177	1538933	-	757	19
PFLU_1394	OV986001.1	1539119	1540193	+	1075	11
PFLU_1395	OV986001.1	1540189	1540501	+	313	5
PFLU_1396	OV986001.1	1540680	1542072	+	1393	209
PFLU_1397	OV986001.1	1542194	1542785	+	592	362
PFLU_1398	OV986001.1	1542786	1543944	+	1159	435
PFLU_1399	OV986001.1	1544124	1546416	-	2293	3503
PFLU_1400	OV986001.1	1546640	1547270	+	631	409
PFLU_1401	OV986001.1	1547282	1548017	+	736	377
PFLU_1402	OV986001.1	1548045	1548663	+	619	419
PFLU_1403	OV986001.1	1548878	1550087	+	1210	769
PFLU_1404	OV986001.1	1550128	1551028	-	901	74
PFLU_1405	OV986001.1	1551188	1553753	-	2566	94
PFLU_1406	OV986001.1	1553881	1554850	-	970	129
PFLU_1407	OV986001.1	1554846	1555386	-	541	35
PFLU_1408	OV986001.1	1555534	1556407	-	874	46
PFLU_1409	OV986001.1	1556434	1557217	-	784	38
PFLU_1410	OV986001.1	1557377	1557905	+	529	424
PFLU_1411	OV986001.1	1558022	1559039	-	1018	868
PFLU_1412	OV986001.1	1559164	1560313	+	1150	33153
PFLU_1413	OV986001.1	1560279	1561467	-	1189	146
PFLU_1414	OV986001.1	1561561	1562236	+	676	495
PFLU_1415	OV986001.1	1562235	1563144	+	910	402
PFLU_1416	OV986001.1	1563233	1564427	+	1195	1328
PFLU_1417	OV986001.1	1564423	1565365	+	943	312
PFLU_1418	OV986001.1	1565424	1566756	+	1333	166
PFLU_1419	OV986001.1	1566756	1567245	-	490	69
PFLU_1420	OV986001.1	1567332	1568232	+	901	286
PFLU_1421	OV986001.1	1568440	1568851	+	412	113
PFLU_1422	OV986001.1	1568905	1569547	+	643	405
PFLU_1423	OV986001.1	1569624	1570194	+	571	815
PFLU_1424	OV986001.1	1570248	1570674	-	427	265
PFLU_1425	OV986001.1	1570788	1571289	-	502	759
PFLU_1426	OV986001.1	1571377	1571701	-	325	84
PFLU_1427	OV986001.1	1571780	1572191	-	412	219
PFLU_1428	OV986001.1	1572213	1572396	-	184	78
PFLU_1429	OV986001.1	1572564	1573458	-	895	485
PFLU_1430	OV986001.1	1573553	1574717	+	1165	194
PFLU_1431	OV986001.1	1574713	1575907	+	1195	160
PFLU_1432	OV986001.1	1575957	1576263	-	307	146
PFLU_1433	OV986001.1	1576286	1576811	-	526	418
PFLU_1434	OV986001.1	1577233	1578118	-	886	152
PFLU_1435	OV986001.1	1578278	1578410	-	133	27
PFLU_1436	OV986001.1	1578424	1579117	-	694	97
PFLU_1437	OV986001.1	1579116	1579329	-	214	41
PFLU_1438	OV986001.1	1579413	1581036	-	1624	508
PFLU_1439	OV986001.1	1581298	1581658	+	361	155
PFLU_1440	OV986001.1	1581713	1582826	-	1114	2840
PFLU_1441	OV986001.1	1582962	1583655	+	694	608
PFLU_1442	OV986001.1	1583807	1585769	+	1963	644
PFLU_1443	OV986001.1	1586081	1588103	+	2023	510
PFLU_1444	OV986001.1	1588344	1590597	+	2254	359
PFLU_1445	OV986001.1	1591123	1594285	-	3163	343
PFLU_1446	OV986001.1	1594453	1595482	-	1030	112
PFLU_1447	OV986001.1	1595474	1596989	-	1516	129
PFLU_1448	OV986001.1	1596990	1597527	-	538	33
PFLU_1449	OV986001.1	1597578	1598562	-	985	88
PFLU_1450	OV986001.1	1598595	1599888	-	1294	192
PFLU_1451	OV986001.1	1600123	1600795	+	673	134
PFLU_1452	OV986001.1	1600787	1602173	+	1387	435
PFLU_1453	OV986001.1	1602173	1602995	-	823	399
PFLU_1454	OV986001.1	1603031	1603973	-	943	1449
PFLU_1455	OV986001.1	1604113	1604368	+	256	419
PFLU_1456	OV986001.1	1604351	1604798	+	448	285
PFLU_1457	OV986001.1	1604766	1604958	-	193	6
PFLU_1458	OV986001.1	1605001	1606444	+	1444	304
PFLU_1459	OV986001.1	1606634	1607057	+	424	182
PFLU_1460	OV986001.1	1607770	1608538	+	769	108
PFLU_1461	OV986001.1	1608534	1608714	+	181	2
PFLU_1462	OV986001.1	1608710	1609001	+	292	26
PFLU_1463	OV986001.1	1609088	1609625	+	538	69
PFLU_1464	OV986001.1	1609663	1610707	+	1045	259
PFLU_1465	OV986001.1	1611237	1612842	-	1606	1259
PFLU_1467	OV986001.1	1613306	1613888	+	583	3426
PFLU_1468	OV986001.1	1613920	1614508	+	589	4708
PFLU_1469	OV986001.1	1614523	1615486	+	964	1990
PFLU_1471	OV986001.1	1615720	1617157	+	1438	5998
PFLU_1472	OV986001.1	1617222	1618656	-	1435	1969
PFLU_1473	OV986001.1	1618751	1618991	+	241	153
PFLU_1474	OV986001.1	1619022	1620093	+	1072	345
PFLU_1475	OV986001.1	1620256	1620730	-	475	1591
PFLU_1476	OV986001.1	1620741	1621302	-	562	1480
PFLU_1477	OV986001.1	1621575	1622454	+	880	3347
PFLU_1478	OV986001.1	1622471	1623587	+	1117	7705
PFLU_1479	OV986001.1	1623591	1624350	+	760	2517
PFLU_1480	OV986001.1	1624377	1625091	+	715	5149
PFLU_1481	OV986001.1	1625606	1625858	+	253	71
PFLU_1482	OV986001.1	1626278	1627568	+	1291	1856
PFLU_1483	OV986001.1	1628396	1629623	-	1228	80
PFLU_1484	OV986001.1	1629906	1630161	+	256	133
PFLU_1485	OV986001.1	1630351	1631977	+	1627	40
PFLU_1486	OV986001.1	1632124	1632463	-	340	15
PFLU_1487	OV986001.1	1632736	1633639	+	904	291
PFLU_1488	OV986001.1	1633630	1634389	-	760	429
PFLU_1489	OV986001.1	1634388	1635693	-	1306	1325
PFLU_1490	OV986001.1	1635940	1636663	+	724	353
PFLU_1491	OV986001.1	1636659	1637448	+	790	121
PFLU_1492	OV986001.1	1637515	1638448	+	934	61
PFLU_1493	OV986001.1	1638511	1639390	+	880	20
PFLU_1494	OV986001.1	1639427	1640786	+	1360	28
PFLU_1496	OV986001.1	1640796	1642167	+	1372	23
PFLU_1498	OV986001.1	1642427	1643351	+	925	884
PFLU_1499	OV986001.1	1643400	1643763	+	364	288
PFLU_1500	OV986001.1	1643888	1644824	-	937	588
PFLU_1501	OV986001.1	1644961	1646170	-	1210	58
PFLU_1502	OV986001.1	1646352	1647795	-	1444	38
PFLU_1503	OV986001.1	1647791	1649417	-	1627	51
PFLU_1504	OV986001.1	1649529	1650402	+	874	464
PFLU_1505	OV986001.1	1651264	1651879	-	616	276
PFLU_1506	OV986001.1	1651912	1652779	-	868	164
PFLU_1507	OV986001.1	1652883	1653789	+	907	116
PFLU_1508	OV986001.1	1653889	1654066	+	178	569
PFLU_1509	OV986001.1	1654110	1654989	-	880	729
PFLU_1510	OV986001.1	1655169	1656363	+	1195	71
PFLU_1511	OV986001.1	1656411	1657947	+	1537	438
PFLU_1512	OV986001.1	1658463	1659372	-	910	715
PFLU_1513	OV986001.1	1659353	1660145	-	793	712
PFLU_1514	OV986001.1	1660467	1661838	+	1372	53
PFLU_1515	OV986001.1	1661939	1662539	+	601	39
PFLU_1516	OV986001.1	1662661	1663795	+	1135	754
PFLU_1517	OV986001.1	1663791	1664085	+	295	584
PFLU_1518	OV986001.1	1664192	1665125	+	934	573
PFLU_1519	OV986001.1	1665250	1665835	-	586	1241
PFLU_1520	OV986001.1	1665988	1666438	+	451	319
PFLU_1521	OV986001.1	1666451	1667672	+	1222	574
PFLU_1522	OV986001.1	1667739	1668090	-	352	301
PFLU_1523	OV986001.1	1668158	1668626	-	469	420
PFLU_1524	OV986001.1	1668793	1669171	-	379	1576
PFLU_1525	OV986001.1	1669257	1670187	+	931	262
PFLU_1526	OV986001.1	1670864	1671551	-	688	309
PFLU_1527	OV986001.1	1671584	1671908	+	325	83
PFLU_1528	OV986001.1	1671904	1672378	-	475	571
PFLU_1529	OV986001.1	1672448	1674491	-	2044	2864
PFLU_1530	OV986001.1	1674590	1675052	+	463	228
PFLU_1531	OV986001.1	1675082	1675859	+	778	491
PFLU_1532	OV986001.1	1675870	1676413	+	544	800
PFLU_1533	OV986001.1	1676537	1677461	-	925	1129
PFLU_1534	OV986001.1	1677637	1678378	+	742	1439
PFLU_1535	OV986001.1	1678374	1679079	+	706	282
PFLU_1536	OV986001.1	1679075	1679984	+	910	189
PFLU_1537	OV986001.1	1680117	1681296	-	1180	1800
PFLU_1538	OV986001.1	1681295	1682141	-	847	1343
PFLU_1539	OV986001.1	1682240	1683317	-	1078	197
PFLU_1540	OV986001.1	1683443	1684418	+	976	1199
PFLU_1541	OV986001.1	1684592	1685531	+	940	6816
PFLU_1542	OV986001.1	1685663	1688405	-	2743	7002
PFLU_1543	OV986001.1	1688595	1689672	+	1078	723
PFLU_1544	OV986001.1	1689814	1690066	+	253	278
PFLU_1545	OV986001.1	1690062	1691457	-	1396	639
PFLU_1546	OV986001.1	1691597	1692740	+	1144	604
PFLU_1547	OV986001.1	1692791	1692980	-	190	435
PFLU_1548	OV986001.1	1693207	1694998	+	1792	574
PFLU_1549	OV986001.1	1695232	1697161	-	1930	4256
PFLU_1550	OV986001.1	1697374	1699294	+	1921	3231
PFLU_1551	OV986001.1	1699477	1699918	-	442	5335
PFLU_1552	OV986001.1	1700023	1700461	+	439	60
PFLU_1553	OV986001.1	1700942	1703090	+	2149	3115
PFLU_1554	OV986001.1	1703119	1704295	+	1177	1715
PFLU_1555	OV986001.1	1704392	1704629	+	238	338
PFLU_1556	OV986001.1	1704743	1707365	+	2623	10751
PFLU_1557	OV986001.1	1707563	1708085	+	523	690
PFLU_1558	OV986001.1	1708098	1708569	-	472	87
PFLU_1559	OV986001.1	1708754	1709228	-	475	387
PFLU_1560	OV986001.1	1709238	1709847	-	610	1949
PFLU_1561	OV986001.1	1710110	1710818	+	709	565
PFLU_1562	OV986001.1	1710954	1711965	+	1012	527
PFLU_1563	OV986001.1	1712077	1714771	-	2695	4638
PFLU_1564	OV986001.1	1714780	1715347	-	568	1467
PFLU_1565	OV986001.1	1715358	1718808	-	3451	9329
PFLU_1566	OV986001.1	1719148	1720612	+	1465	2511
PFLU_1568	OV986001.1	1721219	1721753	-	535	139
PFLU_1569	OV986001.1	1722013	1723408	+	1396	6719
PFLU_1570	OV986001.1	1723450	1724173	-	724	679
PFLU_1571	OV986001.1	1724219	1724804	-	586	946
PFLU_1572	OV986001.1	1724898	1726149	+	1252	933
PFLU_1573	OV986001.1	1726156	1726840	+	685	471
PFLU_1574	OV986001.1	1726901	1728146	+	1246	875
PFLU_1575	OV986001.1	1728252	1729599	-	1348	118
PFLU_1576	OV986001.1	1729595	1730276	-	682	86
PFLU_1577	OV986001.1	1730394	1730943	+	550	132
PFLU_1578	OV986001.1	1731012	1731843	+	832	803
PFLU_1579	OV986001.1	1731905	1732172	-	268	2277
PFLU_1580	OV986001.1	1732282	1732891	-	610	30
PFLU_1581	OV986001.1	1733086	1733776	+	691	3406
PFLU_1582	OV986001.1	1734015	1734312	-	298	764
PFLU_1583	OV986001.1	1734588	1735770	+	1183	2640
PFLU_1584	OV986001.1	1735769	1736252	+	484	1567
PFLU_1585	OV986001.1	1736452	1737379	-	928	5862
PFLU_1586	OV986001.1	1737632	1738643	-	1012	908
PFLU_1587	OV986001.1	1738746	1739898	+	1153	538
PFLU_1588	OV986001.1	1739971	1740868	-	898	43
PFLU_1589	OV986001.1	1740913	1741792	-	880	25
PFLU_1590	OV986001.1	1741943	1743701	+	1759	30
PFLU_1591	OV986001.1	1743700	1744753	+	1054	6
PFLU_1591A	OV986001.1	1744889	1745876	-	988	321
PFLU_1591B	OV986001.1	1745872	1746406	-	535	174
PFLU_1592	OV986001.1	1746621	1747302	-	682	58
PFLU_1593	OV986001.1	1747326	1747845	-	520	27
PFLU_1594	OV986001.1	1748701	1748992	-	292	36
PFLU_1595	OV986001.1	1749198	1750581	-	1384	2346
PFLU_1596	OV986001.1	1750810	1751059	-	250	61
PFLU_1597	OV986001.1	1751467	1752523	-	1057	853
PFLU_1598	OV986001.1	1752921	1753230	-	310	37
PFLU_1599	OV986001.1	1753441	1753933	+	493	14
PFLU_1600	OV986001.1	1753929	1754154	-	226	0
PFLU_1601	OV986001.1	1754601	1755258	-	658	1103
PFLU_1602	OV986001.1	1755451	1756639	-	1189	289
PFLU_1603	OV986001.1	1756795	1759618	+	2824	89
PFLU_1604	OV986001.1	1759614	1760814	+	1201	41
PFLU_1605	OV986001.1	1760882	1763852	+	2971	111
PFLU_1606	OV986001.1	1763851	1764499	+	649	34
PFLU_1607	OV986001.1	1764499	1764994	-	496	4
PFLU_1608	OV986001.1	1764990	1765458	-	469	20
PFLU_1609	OV986001.1	1765468	1766374	-	907	29
PFLU_1610	OV986001.1	1766376	1768953	-	2578	6
PFLU_1611	OV986001.1	1768993	1769692	-	700	16
PFLU_1612	OV986001.1	1769758	1770331	-	574	58
PFLU_1613	OV986001.1	1770712	1772359	+	1648	6468
PFLU_1614	OV986001.1	1772443	1773109	-	667	43
PFLU_1615	OV986001.1	1773209	1774106	+	898	105
PFLU_1616	OV986001.1	1774252	1774612	+	361	97
PFLU_1617	OV986001.1	1774619	1774994	-	376	377
PFLU_1618	OV986001.1	1775193	1775436	-	244	435
PFLU_1619	OV986001.1	1775727	1777101	-	1375	5018
PFLU_1620	OV986001.1	1777251	1778076	-	826	149
PFLU_1621	OV986001.1	1778386	1779580	+	1195	10287
PFLU_1622	OV986001.1	1779646	1780906	-	1261	645
PFLU_1623	OV986001.1	1781163	1782069	-	907	470
PFLU_1624	OV986001.1	1782171	1783341	+	1171	56
PFLU_1625	OV986001.1	1783462	1784377	-	916	165
PFLU_1626	OV986001.1	1784499	1785684	+	1186	2263
PFLU_1627	OV986001.1	1785812	1786646	-	835	77
PFLU_1628	OV986001.1	1786804	1788307	+	1504	35
PFLU_1629	OV986001.1	1788422	1789355	-	934	487
PFLU_1630	OV986001.1	1789447	1790212	-	766	1411
PFLU_1631	OV986001.1	1790394	1791282	+	889	1032
PFLU_1632	OV986001.1	1791285	1792233	+	949	369
PFLU_1633	OV986001.1	1792229	1793087	+	859	372
PFLU_1634	OV986001.1	1793083	1794040	+	958	1045
PFLU_1635	OV986001.1	1794036	1795008	+	973	628
PFLU_1636	OV986001.1	1795040	1796555	+	1516	7473
PFLU_1637	OV986001.1	1796623	1797364	-	742	2209
PFLU_1638	OV986001.1	1797542	1798214	-	673	2633
PFLU_1639	OV986001.1	1798218	1798917	-	700	3678
PFLU_1640	OV986001.1	1798981	1800313	-	1333	784
PFLU_1641	OV986001.1	1800421	1801498	+	1078	504
PFLU_1643	OV986001.1	1801922	1804577	+	2656	15712
PFLU_1644	OV986001.1	1804819	1805905	+	1087	3228
PFLU_1645	OV986001.1	1805904	1806999	+	1096	5416
PFLU_1646	OV986001.1	1807008	1808121	+	1114	2328
PFLU_1647	OV986001.1	1808113	1810360	+	2248	4613
PFLU_1648	OV986001.1	1810356	1811046	+	691	6484
PFLU_1649	OV986001.1	1811166	1812858	+	1693	75873
PFLU_1650	OV986001.1	1813020	1813305	+	286	262
PFLU_1651	OV986001.1	1813437	1813734	+	298	368
PFLU_1652	OV986001.1	1813759	1813999	+	241	598
PFLU_1653	OV986001.1	1814985	1816164	+	1180	784
PFLU_1654	OV986001.1	1816163	1816970	+	808	4376
PFLU_1655	OV986001.1	1816972	1818196	+	1225	5411
PFLU_1656	OV986001.1	1818246	1819515	+	1270	1798
PFLU_1657	OV986001.1	1819569	1820604	+	1036	7367
PFLU_1658	OV986001.1	1820607	1821735	+	1129	8964
PFLU_1659	OV986001.1	1821747	1822878	+	1132	5803
PFLU_1660	OV986001.1	1822883	1824101	+	1219	3562
PFLU_1661	OV986001.1	1824304	1824892	+	589	2706
PFLU_1662	OV986001.1	1825294	1826326	+	1033	4020
PFLU_1663	OV986001.1	1826377	1827460	+	1084	5138
PFLU_1664	OV986001.1	1827456	1828218	+	763	3437
PFLU_1665	OV986001.1	1828214	1828880	+	667	2999
PFLU_1666	OV986001.1	1828883	1829900	+	1018	5126
PFLU_1667	OV986001.1	1829948	1831127	+	1180	4543
PFLU_1668	OV986001.1	1831519	1833514	+	1996	6545
PFLU_1669	OV986001.1	1833606	1833957	+	352	377
PFLU_1670	OV986001.1	1833978	1834557	-	580	279
PFLU_1671	OV986001.1	1834665	1835334	+	670	105
PFLU_1672	OV986001.1	1835349	1836198	+	850	430
PFLU_1673	OV986001.1	1836272	1836440	-	169	147
PFLU_1674	OV986001.1	1836551	1837916	-	1366	73
PFLU_1676	OV986001.1	1838417	1840112	+	1696	301
PFLU_1677	OV986001.1	1840133	1842185	+	2053	213
PFLU_1678	OV986001.1	1842317	1842869	+	553	493
PFLU_1679	OV986001.1	1842992	1845644	+	2653	484
PFLU_1680	OV986001.1	1845672	1846371	+	700	263
PFLU_1681	OV986001.1	1846418	1847456	-	1039	591
PFLU_1682	OV986001.1	1847693	1847972	+	280	383
PFLU_1683	OV986001.1	1848013	1848775	+	763	709
PFLU_1684	OV986001.1	1848865	1849663	+	799	379
PFLU_1685	OV986001.1	1849665	1850028	-	364	31
PFLU_1686	OV986001.1	1851429	1856148	-	4720	68
PFLU_1687	OV986001.1	1856346	1857828	-	1483	4304
PFLU_1688	OV986001.1	1857924	1858731	-	808	431
PFLU_1689	OV986001.1	1858966	1860388	+	1423	537
PFLU_1690	OV986001.1	1860491	1860926	+	436	100
PFLU_1691	OV986001.1	1861095	1861485	+	391	1615
PFLU_1692	OV986001.1	1861489	1863220	-	1732	94
PFLU_1693	OV986001.1	1863235	1863961	-	727	19
PFLU_1694	OV986001.1	1863957	1864884	-	928	9
PFLU_1695	OV986001.1	1865103	1866090	+	988	211
PFLU_1696	OV986001.1	1866202	1866676	+	475	185
PFLU_1697	OV986001.1	1866721	1869232	-	2512	1680
PFLU_1698	OV986001.1	1869231	1869915	-	685	352
PFLU_1699	OV986001.1	1869925	1870531	+	607	1030
PFLU_1700	OV986001.1	1870577	1870883	+	307	300
PFLU_1701	OV986001.1	1870956	1871922	+	967	1569
PFLU_1702	OV986001.1	1872106	1872358	-	253	38304
PFLU_1703	OV986001.1	1872905	1873253	+	349	529
PFLU_1704	OV986001.1	1873317	1874415	-	1099	3570
PFLU_1705	OV986001.1	1874525	1874960	-	436	275
PFLU_1706	OV986001.1	1874958	1875345	+	388	182
PFLU_1707	OV986001.1	1875341	1876304	+	964	839
PFLU_1708	OV986001.1	1876319	1877225	+	907	508
PFLU_1709	OV986001.1	1877295	1877796	+	502	247
