# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_6/2630_6_cds" "/storage/projects/QUO1015788/2630_6/2630_6.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_6/2630_6.sam
PFLU_1743	OV986001.1	1912179	1913343	-	1165	44
PFLU_1744	OV986001.1	1913518	1913860	-	343	314
PFLU_1745	OV986001.1	1913856	1914240	-	385	354
PFLU_1746	OV986001.1	1914243	1914558	-	316	424
PFLU_1747	OV986001.1	1914905	1916114	+	1210	18
PFLU_1748	OV986001.1	1916100	1917837	-	1738	370
PFLU_1749	OV986001.1	1917987	1918224	+	238	236
PFLU_1750	OV986001.1	1918302	1918635	+	334	337
PFLU_1751	OV986001.1	1918706	1919597	+	892	531
PFLU_1752	OV986001.1	1919652	1919874	-	223	698
PFLU_1753	OV986001.1	1919953	1920556	-	604	109
PFLU_1754	OV986001.1	1920632	1921172	+	541	743
PFLU_1755	OV986001.1	1921155	1922382	+	1228	1233
PFLU_1756	OV986001.1	1922633	1922963	-	331	81
PFLU_1757	OV986001.1	1922959	1924537	-	1579	420
PFLU_1758	OV986001.1	1924737	1925373	+	637	712
PFLU_1759	OV986001.1	1925369	1926038	+	670	299
PFLU_1760	OV986001.1	1926124	1926880	+	757	1033
PFLU_1761	OV986001.1	1926876	1927053	+	178	33
PFLU_1762	OV986001.1	1927049	1927505	+	457	430
PFLU_1763	OV986001.1	1927508	1929497	+	1990	4454
PFLU_1764	OV986001.1	1929493	1930030	+	538	1003
PFLU_1765	OV986001.1	1930026	1930500	+	475	440
PFLU_1766	OV986001.1	1930492	1931680	+	1189	1168
PFLU_1767	OV986001.1	1931695	1932091	+	397	292
PFLU_1768	OV986001.1	1932282	1932573	-	292	121
PFLU_1769	OV986001.1	1933116	1934637	-	1522	1094
PFLU_1770	OV986001.1	1934723	1935596	-	874	615
PFLU_1771	OV986001.1	1935592	1937662	-	2071	1397
PFLU_1772	OV986001.1	1937658	1938000	-	343	186
PFLU_1773	OV986001.1	1938041	1939313	-	1273	949
PFLU_1774	OV986001.1	1939326	1940187	-	862	854
PFLU_1775	OV986001.1	1940183	1941617	-	1435	2541
PFLU_1776	OV986001.1	1941951	1942254	+	304	43
PFLU_1777	OV986001.1	1942567	1943401	+	835	10
PFLU_1778	OV986001.1	1943433	1944435	+	1003	2
PFLU_1779	OV986001.1	1944606	1945389	+	784	6
PFLU_1780	OV986001.1	1945425	1946130	+	706	4
PFLU_1781	OV986001.1	1946129	1946579	+	451	0
PFLU_1782	OV986001.1	1946578	1947169	+	592	2
PFLU_1783	OV986001.1	1947168	1948245	+	1078	23
PFLU_1784	OV986001.1	1948237	1949080	+	844	13
PFLU_1785	OV986001.1	1949076	1949877	+	802	11
PFLU_1786	OV986001.1	1949873	1950596	+	724	13
PFLU_1787	OV986001.1	1950585	1951731	+	1147	44
PFLU_1788	OV986001.1	1951730	1952303	+	574	234
PFLU_1789	OV986001.1	1952293	1953043	+	751	148
PFLU_1790	OV986001.1	1953076	1953970	-	895	80
PFLU_1791	OV986001.1	1954176	1954350	+	175	10
PFLU_1792	OV986001.1	1954361	1954766	+	406	44
PFLU_1793	OV986001.1	1955155	1956688	+	1534	198
PFLU_1794	OV986001.1	1956697	1957894	-	1198	314
PFLU_1795	OV986001.1	1958070	1958685	+	616	231
PFLU_1796	OV986001.1	1958803	1959808	-	1006	332
PFLU_1797	OV986001.1	1959913	1960738	-	826	218
PFLU_1798	OV986001.1	1960769	1961645	-	877	4
PFLU_1799	OV986001.1	1961679	1963095	-	1417	34
PFLU_1800	OV986001.1	1963084	1964365	-	1282	29
PFLU_1801	OV986001.1	1964423	1965314	-	892	38
PFLU_1802	OV986001.1	1965459	1966242	-	784	114
PFLU_1803	OV986001.1	1966252	1968028	-	1777	95
PFLU_1804	OV986001.1	1968284	1968725	+	442	8
PFLU_1805	OV986001.1	1968841	1969447	-	607	541
PFLU_1806	OV986001.1	1969581	1970496	+	916	65
PFLU_1807	OV986001.1	1970664	1971096	-	433	67
PFLU_1808	OV986001.1	1971358	1972147	-	790	411
PFLU_1809	OV986001.1	1972139	1973438	-	1300	640
PFLU_1810	OV986001.1	1973674	1974043	+	370	52
PFLU_1811	OV986001.1	1974124	1975711	-	1588	329
PFLU_1812	OV986001.1	1976010	1976862	+	853	101
PFLU_1813	OV986001.1	1977124	1977436	+	313	900
PFLU_1814	OV986001.1	1977432	1979091	+	1660	1104
PFLU_1815	OV986001.1	1979359	1980649	-	1291	14991
PFLU_1816	OV986001.1	1981014	1981389	+	376	13386
PFLU_1817	OV986001.1	1981382	1981751	+	370	4877
PFLU_1818	OV986001.1	1981754	1983527	+	1774	20263
PFLU_1819	OV986001.1	1983538	1984243	+	706	12798
PFLU_1820	OV986001.1	1984504	1987336	+	2833	51999
PFLU_1821	OV986001.1	1987380	1988607	+	1228	18221
PFLU_1822	OV986001.1	1988706	1990143	+	1438	43832
PFLU_1823	OV986001.1	1990347	1991514	+	1168	31499
PFLU_1824	OV986001.1	1991513	1992395	+	883	15234
PFLU_1825	OV986001.1	1992807	1994121	+	1315	515
PFLU_1826	OV986001.1	1994317	1995055	+	739	37
PFLU_1827	OV986001.1	1995145	1995397	-	253	3095
PFLU_1828	OV986001.1	1995555	1996032	+	478	14
PFLU_1829	OV986001.1	1996028	1996481	+	454	25
PFLU_1830	OV986001.1	1996564	1998475	+	1912	32256
PFLU_1831	OV986001.1	1998538	1999270	+	733	2256
PFLU_1832	OV986001.1	1999368	2000235	-	868	186
PFLU_1833	OV986001.1	2000299	2000716	-	418	295
PFLU_1834	OV986001.1	2000859	2001882	+	1024	75
PFLU_1835	OV986001.1	2002042	2003263	-	1222	7121
PFLU_1836	OV986001.1	2003274	2003790	-	517	3053
PFLU_1837	OV986001.1	2004039	2005941	-	1903	796
PFLU_1838	OV986001.1	2005937	2006849	-	913	203
PFLU_1839	OV986001.1	2006868	2008989	-	2122	1305
PFLU_1840	OV986001.1	2009184	2010210	+	1027	810
PFLU_1841	OV986001.1	2010220	2010568	+	349	199
PFLU_1842	OV986001.1	2010564	2011014	+	451	829
PFLU_1843	OV986001.1	2011099	2012749	+	1651	238
PFLU_1844	OV986001.1	2012779	2013223	+	445	365
PFLU_1845	OV986001.1	2013320	2014124	+	805	447
PFLU_1846	OV986001.1	2014120	2014975	+	856	143
PFLU_1847	OV986001.1	2015077	2015896	+	820	301
PFLU_1848	OV986001.1	2015968	2017030	+	1063	147
PFLU_1849	OV986001.1	2017084	2018125	-	1042	142
PFLU_1850	OV986001.1	2018121	2018841	-	721	170
PFLU_1851	OV986001.1	2019147	2019846	+	700	186
PFLU_1852	OV986001.1	2019914	2020922	-	1009	87
PFLU_1853	OV986001.1	2021151	2021913	+	763	69
PFLU_1854	OV986001.1	2022116	2023529	+	1414	129
PFLU_1855	OV986001.1	2023643	2025611	+	1969	212
PFLU_1856	OV986001.1	2025647	2026460	-	814	1385
PFLU_1858	OV986001.1	2027732	2028503	-	772	429
PFLU_1859	OV986001.1	2029377	2031114	-	1738	153
PFLU_1860	OV986001.1	2031327	2033067	-	1741	3905
PFLU_1861	OV986001.1	2033236	2033737	-	502	16
PFLU_1862	OV986001.1	2033864	2034491	-	628	55
PFLU_1863	OV986001.1	2034580	2035564	+	985	103
PFLU_1864	OV986001.1	2035670	2036078	-	409	111
PFLU_1865	OV986001.1	2036153	2038607	-	2455	1722
PFLU_1866	OV986001.1	2038792	2039452	+	661	85
PFLU_1867	OV986001.1	2039509	2040127	+	619	211
PFLU_1868	OV986001.1	2040262	2041195	+	934	479
PFLU_1869	OV986001.1	2041191	2041971	+	781	392
PFLU_1870	OV986001.1	2042102	2042642	-	541	111
PFLU_1871	OV986001.1	2042727	2043927	+	1201	64
PFLU_1872	OV986001.1	2043972	2044284	+	313	170
PFLU_1873	OV986001.1	2044391	2045540	+	1150	100
PFLU_1874	OV986001.1	2045607	2047476	+	1870	503
PFLU_1875	OV986001.1	2047586	2047901	-	316	200
PFLU_1876	OV986001.1	2048007	2048973	-	967	234
PFLU_1877	OV986001.1	2049112	2050033	-	922	1752
PFLU_1878	OV986001.1	2050945	2052259	+	1315	111
PFLU_1879	OV986001.1	2052671	2054252	+	1582	1582
PFLU_1880	OV986001.1	2054248	2055283	+	1036	943
PFLU_1881	OV986001.1	2055279	2056338	+	1060	957
PFLU_1881A	OV986001.1	2056334	2057183	+	850	687
PFLU_1883	OV986001.1	2057190	2059806	+	2617	2519
PFLU_1884	OV986001.1	2060027	2060360	+	334	17
PFLU_1885	OV986001.1	2060434	2061475	-	1042	776
PFLU_1886	OV986001.1	2061587	2061851	+	265	70
PFLU_1887	OV986001.1	2062060	2063641	+	1582	226
PFLU_1888	OV986001.1	2063637	2064387	+	751	101
PFLU_1890	OV986001.1	2064850	2065231	-	382	1775
PFLU_1891	OV986001.1	2065550	2066840	-	1291	2299
PFLU_1892	OV986001.1	2066843	2068241	-	1399	1621
PFLU_1893	OV986001.1	2068293	2068800	-	508	482
PFLU_1894	OV986001.1	2068796	2069117	-	322	1180
PFLU_1895	OV986001.1	2069160	2070372	-	1213	3261
PFLU_1896	OV986001.1	2070455	2071448	-	994	3607
PFLU_1897	OV986001.1	2071606	2072503	-	898	574
PFLU_1898	OV986001.1	2072618	2073788	+	1171	1421
PFLU_1899	OV986001.1	2073796	2074405	-	610	287
PFLU_1900	OV986001.1	2074450	2075878	+	1429	425
PFLU_1901	OV986001.1	2075881	2076889	+	1009	257
PFLU_1902	OV986001.1	2077020	2077572	-	553	249
PFLU_1903	OV986001.1	2077686	2078970	-	1285	274
PFLU_1903A	OV986001.1	2079043	2079397	-	355	17
PFLU_1905	OV986001.1	2079488	2079755	-	268	39
PFLU_1906	OV986001.1	2079797	2080121	-	325	52
PFLU_1907	OV986001.1	2080204	2080570	-	367	18
PFLU_1908	OV986001.1	2080566	2081913	-	1348	149
PFLU_1909	OV986001.1	2082161	2082485	-	325	373
PFLU_1910	OV986001.1	2082682	2083018	+	337	14
PFLU_1911	OV986001.1	2083079	2084627	+	1549	2160
PFLU_1912	OV986001.1	2084847	2085996	-	1150	2772
PFLU_1913	OV986001.1	2086158	2087415	-	1258	1495
PFLU_1914	OV986001.1	2087908	2091802	+	3895	1723
PFLU_1915	OV986001.1	2092129	2093854	-	1726	68
PFLU_1916	OV986001.1	2093988	2094273	+	286	147
PFLU_1917	OV986001.1	2094410	2095463	-	1054	5
PFLU_1918	OV986001.1	2095578	2095821	+	244	36
PFLU_1919	OV986001.1	2096286	2096652	+	367	167
PFLU_1920	OV986001.1	2096660	2098217	-	1558	48
PFLU_1921	OV986001.1	2098227	2098536	-	310	0
PFLU_1922	OV986001.1	2098539	2099922	-	1384	80
PFLU_1923	OV986001.1	2099918	2100875	-	958	51
PFLU_1924	OV986001.1	2100980	2101235	-	256	35
PFLU_1925	OV986001.1	2101485	2101677	+	193	198
PFLU_1926	OV986001.1	2101808	2102086	-	279	332
PFLU_1927	OV986001.1	2102209	2104960	-	2752	195
PFLU_1928	OV986001.1	2104959	2105376	-	418	3
PFLU_1929	OV986001.1	2105338	2106856	-	1519	24
PFLU_1930	OV986001.1	2106845	2107658	-	814	16
PFLU_1931	OV986001.1	2107654	2108305	-	652	10
PFLU_1932	OV986001.1	2108292	2108706	-	415	1
PFLU_1933	OV986001.1	2108713	2109085	-	373	0
PFLU_1934	OV986001.1	2109102	2109342	-	241	0
PFLU_1935	OV986001.1	2109338	2109674	-	337	0
PFLU_1936	OV986001.1	2110259	2110559	-	301	3
PFLU_1937	OV986001.1	2110640	2111180	-	541	47
PFLU_1938	OV986001.1	2111953	2113450	-	1498	139
PFLU_1939	OV986001.1	2113482	2114427	-	946	109
PFLU_1940	OV986001.1	2114504	2115509	-	1006	29
PFLU_1941	OV986001.1	2115766	2116447	+	682	686
PFLU_1942	OV986001.1	2116443	2117577	-	1135	33
PFLU_1943	OV986001.1	2117595	2118759	-	1165	36
PFLU_1944	OV986001.1	2118773	2119136	-	364	5
PFLU_1945	OV986001.1	2119146	2120079	-	934	21
PFLU_1947	OV986001.1	2120498	2121413	-	916	199
PFLU_1948	OV986001.1	2121799	2122816	+	1018	8
PFLU_1949	OV986001.1	2122848	2124132	+	1285	20
PFLU_1950	OV986001.1	2124128	2124896	+	769	9
PFLU_1951	OV986001.1	2124984	2125965	+	982	36
PFLU_1952	OV986001.1	2125970	2126912	+	943	42
PFLU_1953	OV986001.1	2126968	2128198	+	1231	20
PFLU_1954	OV986001.1	2128209	2128989	+	781	34
PFLU_1955	OV986001.1	2129077	2130550	+	1474	4
PFLU_1956	OV986001.1	2130564	2131274	+	711	59
PFLU_1958	OV986001.1	2131344	2132124	+	781	549
PFLU_1959	OV986001.1	2132438	2133873	+	1436	164
PFLU_1960	OV986001.1	2134352	2135081	-	730	20
PFLU_1961	OV986001.1	2135118	2137278	-	2161	30
PFLU_1962	OV986001.1	2137287	2137794	-	508	0
PFLU_1963	OV986001.1	2137790	2138339	-	550	0
PFLU_1964	OV986001.1	2138320	2139040	-	721	9
PFLU_1965	OV986001.1	2139049	2139721	-	673	0
PFLU_1966	OV986001.1	2139738	2140260	-	523	1
PFLU_1967	OV986001.1	2140366	2141113	-	748	3
PFLU_1968	OV986001.1	2141165	2141660	-	496	0
PFLU_1969	OV986001.1	2141741	2141873	-	133	2
PFLU_1970	OV986001.1	2142089	2142674	-	586	5
PFLU_1972	OV986001.1	2143585	2145553	-	1969	22
PFLU_1973	OV986001.1	2145774	2146245	-	472	12
PFLU_1974	OV986001.1	2146241	2146760	-	520	3
PFLU_1975	OV986001.1	2146756	2147512	-	757	8
PFLU_1976	OV986001.1	2147719	2148910	-	1192	13
PFLU_1977	OV986001.1	2148906	2149455	-	550	45
PFLU_1978	OV986001.1	2149451	2151038	-	1588	64
PFLU_1979	OV986001.1	2151052	2151280	-	229	14
PFLU_1980	OV986001.1	2151347	2152190	-	844	90
PFLU_1981	OV986001.1	2152194	2152425	-	232	11
PFLU_1982	OV986001.1	2152534	2153290	-	757	25
PFLU_1983	OV986001.1	2153555	2154209	-	655	27
PFLU_1984	OV986001.1	2154336	2155434	-	1099	302
PFLU_1985	OV986001.1	2155550	2156471	+	922	882
PFLU_1986	OV986001.1	2156458	2157652	-	1195	1273
PFLU_1987	OV986001.1	2157648	2158638	-	991	1310
PFLU_1987A	OV986001.1	2158634	2158934	-	301	500
PFLU_1988	OV986001.1	2158942	2159692	-	751	360
PFLU_1989	OV986001.1	2159740	2160502	-	763	536
PFLU_1990	OV986001.1	2160517	2161876	-	1360	564
PFLU_1991	OV986001.1	2161936	2162818	-	883	839
PFLU_1992	OV986001.1	2162880	2164239	-	1360	1191
PFLU_1993	OV986001.1	2164542	2165547	+	1006	618
PFLU_1994	OV986001.1	2165659	2166577	-	919	230
PFLU_1995	OV986001.1	2166702	2167461	+	760	776
PFLU_1996	OV986001.1	2167553	2167799	+	247	55
PFLU_1997	OV986001.1	2167809	2169183	+	1375	358
PFLU_1998	OV986001.1	2169179	2170052	+	874	211
PFLU_1999	OV986001.1	2170048	2171023	+	976	137
PFLU_2000	OV986001.1	2171134	2172457	+	1324	67
PFLU_2001	OV986001.1	2172629	2173811	+	1183	54
PFLU_2002	OV986001.1	2173944	2175249	+	1306	170
PFLU_2003	OV986001.1	2175417	2175816	-	400	53
PFLU_2004	OV986001.1	2175915	2176104	-	190	10
PFLU_2005	OV986001.1	2176229	2176379	-	151	11
PFLU_2006	OV986001.1	2176380	2176615	-	236	8
PFLU_2007	OV986001.1	2176621	2177269	+	649	115
PFLU_2009	OV986001.1	2177794	2179171	+	1378	580
PFLU_2010	OV986001.1	2179202	2179640	+	439	109
PFLU_2011	OV986001.1	2179811	2180852	+	1042	199
PFLU_2012	OV986001.1	2180864	2182277	+	1414	287
PFLU_2013	OV986001.1	2182515	2183925	+	1411	50
PFLU_2014	OV986001.1	2184632	2185547	-	916	826
PFLU_2015	OV986001.1	2185707	2187006	+	1300	63
PFLU_2016	OV986001.1	2187152	2188661	+	1510	169
PFLU_2017A	OV986001.1	2188918	2189152	+	235	19
PFLU_2018	OV986001.1	2189156	2189318	+	163	2
PFLU_2019	OV986001.1	2189578	2190196	+	619	529
PFLU_2020	OV986001.1	2190338	2190563	+	226	21
PFLU_2021	OV986001.1	2191004	2192645	+	1642	177
PFLU_2022	OV986001.1	2192732	2194742	+	2011	218
PFLU_2023	OV986001.1	2194813	2195776	+	964	127
PFLU_2024	OV986001.1	2195766	2195889	-	124	9
PFLU_2025	OV986001.1	2195998	2197165	-	1168	396
PFLU_2026	OV986001.1	2197161	2198970	-	1810	995
PFLU_2027	OV986001.1	2199228	2199960	+	733	6691
PFLU_2028	OV986001.1	2200347	2200806	+	460	60
PFLU_2029	OV986001.1	2200900	2201242	+	343	437
PFLU_2030	OV986001.1	2201238	2201610	+	373	438
PFLU_2031	OV986001.1	2201606	2203376	-	1771	66
PFLU_2032	OV986001.1	2203494	2205576	-	2083	11716
PFLU_2033	OV986001.1	2205714	2206677	+	964	354
PFLU_2034	OV986001.1	2206810	2207464	-	655	55
PFLU_2035	OV986001.1	2207494	2208484	-	991	57
PFLU_2036	OV986001.1	2208480	2209281	-	802	44
PFLU_2037	OV986001.1	2209267	2210104	-	838	21
PFLU_2038	OV986001.1	2210100	2210943	-	844	77
PFLU_2039	OV986001.1	2211033	2212110	-	1078	163
PFLU_2040	OV986001.1	2212454	2213171	+	718	11
PFLU_2041	OV986001.1	2213327	2214242	-	916	28
PFLU_2042	OV986001.1	2214241	2215141	-	901	13
PFLU_2043	OV986001.1	2215137	2215884	-	748	10
PFLU_2044	OV986001.1	2215880	2216801	-	922	10
PFLU_2045	OV986001.1	2216820	2217381	-	562	14
PFLU_2046	OV986001.1	2217377	2217707	-	331	1
PFLU_2047	OV986001.1	2217703	2218240	-	538	2
PFLU_2048	OV986001.1	2218236	2219439	-	1204	36
PFLU_2049	OV986001.1	2219727	2221146	+	1420	75
PFLU_2050	OV986001.1	2221142	2221757	+	616	32
PFLU_2051	OV986001.1	2221883	2222819	-	937	340
PFLU_2052	OV986001.1	2222852	2223785	-	934	106
PFLU_2053	OV986001.1	2224063	2224513	-	451	54
PFLU_2054	OV986001.1	2224607	2224979	+	373	23
PFLU_2055	OV986001.1	2224967	2226071	-	1105	71
PFLU_2056	OV986001.1	2226082	2227270	-	1189	37
PFLU_2057	OV986001.1	2227307	2228450	-	1144	35
PFLU_2058	OV986001.1	2228459	2229023	-	565	4
PFLU_2060	OV986001.1	2229926	2231087	+	1162	1734
PFLU_2061	OV986001.1	2231136	2232945	+	1810	1650
PFLU_2062	OV986001.1	2233103	2233385	-	283	221
PFLU_2063	OV986001.1	2233549	2234437	-	889	433
PFLU_2064	OV986001.1	2240654	2242547	+	1894	344
PFLU_2065	OV986001.1	2242548	2242986	-	439	23
PFLU_2066	OV986001.1	2243048	2243516	+	469	398
PFLU_2067	OV986001.1	2243647	2246005	+	2359	447
PFLU_2068	OV986001.1	2246074	2246653	+	580	207
PFLU_2069	OV986001.1	2246665	2247298	+	634	141
PFLU_2070	OV986001.1	2247399	2248038	+	640	938
PFLU_2071	OV986001.1	2248097	2249147	-	1051	50
PFLU_2072	OV986001.1	2249169	2250579	-	1411	137
PFLU_2073	OV986001.1	2250578	2252012	-	1435	190
PFLU_2074	OV986001.1	2252008	2253112	-	1105	146
PFLU_2075	OV986001.1	2253102	2254320	-	1219	145
PFLU_2076	OV986001.1	2254328	2255657	-	1330	209
PFLU_2077	OV986001.1	2255646	2256837	-	1192	134
PFLU_2078	OV986001.1	2256836	2258828	-	1993	464
PFLU_2079	OV986001.1	2258843	2259620	-	778	126
PFLU_2080	OV986001.1	2259649	2260561	-	913	163
PFLU_2081	OV986001.1	2260562	2262023	-	1462	424
PFLU_2082	OV986001.1	2262022	2263462	-	1441	261
PFLU_2083	OV986001.1	2263907	2264033	-	127	2
PFLU_2084	OV986001.1	2264194	2264824	+	631	81
PFLU_2085	OV986001.1	2265419	2266100	-	682	62
PFLU_2086	OV986001.1	2266151	2267195	+	1045	143
PFLU_2087	OV986001.1	2267128	2268043	-	916	258
PFLU_2088	OV986001.1	2268167	2270000	-	1834	567
PFLU_2089	OV986001.1	2269986	2270787	-	802	97
PFLU_2090	OV986001.1	2271103	2271745	+	643	56
PFLU_2091	OV986001.1	2271848	2272994	+	1147	100
PFLU_2092	OV986001.1	2272990	2273719	+	730	107
PFLU_2093	OV986001.1	2273729	2274455	+	727	74
PFLU_2094	OV986001.1	2274451	2275588	+	1138	121
PFLU_2095	OV986001.1	2275592	2276366	+	775	82
PFLU_2096	OV986001.1	2276375	2277605	+	1231	73
PFLU_2097	OV986001.1	2277601	2278216	+	616	72
PFLU_2098	OV986001.1	2278312	2278957	+	646	244
PFLU_2099	OV986001.1	2279226	2280036	+	811	55
PFLU_2100	OV986001.1	2280206	2280461	+	256	12
PFLU_2101	OV986001.1	2280680	2281610	+	931	106
PFLU_2102	OV986001.1	2281668	2282820	-	1153	428
PFLU_2104	OV986001.1	2283115	2284156	+	1042	111
PFLU_2105	OV986001.1	2284458	2286477	+	2020	46
PFLU_2106	OV986001.1	2286476	2287313	+	838	19
PFLU_2107	OV986001.1	2287305	2288085	+	781	33
PFLU_2108	OV986001.1	2288099	2290250	+	2152	382
PFLU_2109	OV986001.1	2290259	2291495	-	1237	753
PFLU_2110	OV986001.1	2291522	2292728	-	1207	65
PFLU_2111	OV986001.1	2292724	2293993	-	1270	100
PFLU_2112	OV986001.1	2294184	2294808	-	625	93
PFLU_2113	OV986001.1	2294811	2295288	-	478	156
PFLU_2114	OV986001.1	2295284	2295482	-	199	10
PFLU_2115	OV986001.1	2295478	2295865	-	388	221
PFLU_2116	OV986001.1	2295979	2296336	-	358	13
PFLU_2118	OV986001.1	2297443	2298523	-	1081	370
PFLU_2119	OV986001.1	2298681	2298984	+	304	91
PFLU_2120	OV986001.1	2298983	2299295	+	313	27
PFLU_2121	OV986001.1	2299294	2299963	+	670	335
PFLU_2122	OV986001.1	2299959	2301321	+	1363	307
PFLU_2123	OV986001.1	2301389	2303537	-	2149	60
PFLU_2124	OV986001.1	2303763	2305086	+	1324	161
PFLU_2125	OV986001.1	2305300	2306980	+	1681	20
PFLU_2126	OV986001.1	2307265	2308579	-	1315	4706
PFLU_2127	OV986001.1	2308803	2309067	+	265	2
PFLU_2128	OV986001.1	2309084	2310302	+	1219	27
PFLU_2129	OV986001.1	2310406	2311474	+	1069	202
PFLU_2130	OV986001.1	2311476	2311659	-	184	23
PFLU_2131	OV986001.1	2311750	2311945	-	196	8
PFLU_2132	OV986001.1	2311947	2312079	-	133	4
PFLU_2133	OV986001.1	2312180	2312534	-	355	420
PFLU_2134	OV986001.1	2312690	2313509	+	820	1400
PFLU_2135	OV986001.1	2313566	2314220	-	655	550
PFLU_2136	OV986001.1	2314336	2314846	+	511	468
PFLU_2137	OV986001.1	2314904	2316896	-	1993	1383
PFLU_2138	OV986001.1	2316892	2318626	-	1735	1661
PFLU_2139	OV986001.1	2318792	2320013	-	1222	500
PFLU_2140	OV986001.1	2320241	2321396	+	1156	47
PFLU_2141	OV986001.1	2321523	2322426	-	904	101
PFLU_2142	OV986001.1	2322560	2322812	+	253	35
PFLU_2143	OV986001.1	2322840	2323590	+	751	71
PFLU_2144	OV986001.1	2324140	2324899	-	760	52
PFLU_2145	OV986001.1	2325090	2325789	+	700	1421
PFLU_2146	OV986001.1	2325792	2326635	+	844	557
PFLU_2147	OV986001.1	2326751	2327726	+	976	4228
PFLU_2148	OV986001.1	2327825	2328911	+	1087	1288
PFLU_2149	OV986001.1	2329036	2329891	-	856	99
PFLU_2150	OV986001.1	2330172	2331354	-	1183	422
PFLU_2151	OV986001.1	2331365	2332025	-	661	273
PFLU_2152	OV986001.1	2332059	2332758	-	700	882
PFLU_2153	OV986001.1	2332892	2333792	+	901	184
PFLU_2154	OV986001.1	2333892	2334222	-	331	26
PFLU_2155	OV986001.1	2334727	2335573	-	847	580
PFLU_2156	OV986001.1	2335581	2336022	-	442	299
PFLU_2157	OV986001.1	2336153	2338103	-	1951	475
PFLU_2158	OV986001.1	2338270	2339419	-	1150	0
PFLU_2159	OV986001.1	2339558	2341181	-	1624	33
PFLU_2160	OV986001.1	2341246	2342893	-	1648	1069
PFLU_2161	OV986001.1	2343022	2343916	+	895	279
PFLU_2162	OV986001.1	2343972	2345070	-	1099	239
PFLU_2163	OV986001.1	2345088	2346435	-	1348	436
PFLU_2164	OV986001.1	2346446	2347004	-	559	329
PFLU_2165	OV986001.1	2347284	2347776	+	493	0
PFLU_2167	OV986001.1	2348456	2348765	+	310	107
PFLU_2168	OV986001.1	2348883	2349156	-	274	31
PFLU_2169	OV986001.1	2349265	2350780	-	1516	368
PFLU_2170	OV986001.1	2350938	2351922	+	985	146
PFLU_2171	OV986001.1	2352033	2352654	+	622	59
PFLU_2172	OV986001.1	2352706	2353879	-	1174	51
PFLU_2173	OV986001.1	2353893	2354781	-	889	52
PFLU_2174	OV986001.1	2354893	2356843	-	1951	131
PFLU_2175	OV986001.1	2357652	2358054	+	403	153
PFLU_2176	OV986001.1	2358093	2358438	+	346	65
PFLU_2177	OV986001.1	2358444	2359056	+	613	82
PFLU_2178	OV986001.1	2359553	2362259	+	2707	352
PFLU_2179	OV986001.1	2362275	2362992	+	718	50
PFLU_2180	OV986001.1	2363282	2363909	+	628	74
PFLU_2181	OV986001.1	2363915	2367536	+	3622	328
PFLU_2182	OV986001.1	2367639	2368083	+	445	12
PFLU_2183	OV986001.1	2368079	2368898	-	820	351
PFLU_2184	OV986001.1	2369143	2370226	-	1084	994
PFLU_2185	OV986001.1	2370822	2371584	+	763	151
PFLU_2186	OV986001.1	2371584	2372010	+	427	117
PFLU_2187	OV986001.1	2372006	2372234	+	229	23
PFLU_2188	OV986001.1	2372373	2372739	+	367	49
PFLU_2189	OV986001.1	2372891	2373533	+	643	1473
PFLU_2190	OV986001.1	2373534	2375358	+	1825	1967
PFLU_2191	OV986001.1	2375390	2375951	+	562	657
PFLU_2192	OV986001.1	2376311	2376578	+	268	31
PFLU_2193	OV986001.1	2376637	2377108	-	472	75
PFLU_2195	OV986001.1	2378027	2378651	-	625	45
PFLU_2196	OV986001.1	2378702	2380007	-	1306	200
PFLU_2197	OV986001.1	2380017	2380485	-	469	40
PFLU_2198	OV986001.1	2380481	2381792	-	1312	166
PFLU_2199	OV986001.1	2382246	2383563	-	1318	3
PFLU_2200	OV986001.1	2383572	2384772	-	1201	8
PFLU_2201	OV986001.1	2384777	2386094	-	1318	12
PFLU_2202	OV986001.1	2386090	2388616	-	2527	23
PFLU_2203	OV986001.1	2388721	2389423	-	703	4
PFLU_2204	OV986001.1	2389571	2390594	+	1024	35
PFLU_2205	OV986001.1	2390587	2392075	+	1489	50
PFLU_2206	OV986001.1	2392071	2392854	-	784	427
PFLU_2207	OV986001.1	2392956	2393796	-	841	90
PFLU_2208	OV986001.1	2393805	2394543	-	739	64
PFLU_2209	OV986001.1	2394832	2395918	+	1087	230
PFLU_2210	OV986001.1	2395925	2397062	-	1138	128
PFLU_2211	OV986001.1	2397054	2398032	-	979	104
PFLU_2212	OV986001.1	2398007	2399027	-	1021	6
PFLU_2213	OV986001.1	2399023	2400004	-	982	19
PFLU_2214	OV986001.1	2400000	2400915	-	916	10
PFLU_2215	OV986001.1	2400911	2402273	-	1363	10
PFLU_2216	OV986001.1	2402303	2404739	-	2437	24
PFLU_2218	OV986001.1	2405049	2406042	+	994	23
PFLU_2219	OV986001.1	2406145	2407486	-	1342	33
PFLU_2220	OV986001.1	2407803	2409387	+	1585	58
